"Student_ID","Age","Gender","Academic_Level","Country","Avg_Daily_Usage_Hours","Most_Used_Platform","Sleep_Hours_Per_Night","Mental_Health_Score","Relationship_Status","Conflicts_Over_Social_Media","Addicted_Score","Social_Media_Burnout"
8887,20,"Female","Undergraduate","Bhutan",5.7,"Facebook",5.4,8,"In Relationship",4,8,"High"
3439,19,"Female","Undergraduate","Switzerland",5.3,"WhatsApp",8.4,6,"Single",4,6,"Moderate"
230,22,"Male","Graduate","Brazil",3.2,"Instagram",7.4,8,"Single",2,6,"Low"
5906,22,"Male","Graduate","Pakistan",4.3,"Facebook",5.8,7,"Single",4,7,"Low"
3121,20,"Female","Undergraduate","Russia",2.8,"Twitter",7.4,4,"In Relationship",5,6,"High"
1910,21,"Male","Graduate","Sri Lanka",6.5,"Instagram",8,7,"Single",3,7,"Moderate"
2751,20,"Female","Undergraduate","Australia",4.6,"Facebook",8.2,6,"Single",2,7,"Low"
8061,20,"Female","Undergraduate","Denmark",5.2,"Instagram",5.5,7,"Single",3,4,"High"
893,22,"Male","Graduate","Netherlands",5.9,"TikTok",6.7,6,"Single",4,4,"Moderate"
6692,23,"Female","Graduate","Andorra",2.5,"Snapchat",6.8,6,"Single",2,5,"Low"
7483,22,"Female","Graduate","USA",6,"TikTok",8.4,8,"In Relationship",4,5,"Moderate"
2889,21,"Male","Graduate","Russia",5.6,"LINE",5.4,8,"Complicated",3,4,"Moderate"
660,19,"Female","Undergraduate","Japan",5.7,"WhatsApp",6.7,4,"Single",2,8,"High"
856,20,"Female","Undergraduate","Canada",5.3,"WhatsApp",8.6,7,"Single",2,8,"Moderate"
5613,21,"Male","Graduate","Kyrgyzstan",5.8,"Instagram",8.4,8,"In Relationship",3,4,"Low"
3280,22,"Male","Graduate","Ireland",7.6,"Instagram",7,5,"In Relationship",2,9,"High"
2193,22,"Male","Graduate","Bangladesh",4.5,"WhatsApp",8.3,6,"In Relationship",1,6,"Low"
7539,21,"Female","Graduate","Mexico",6.2,"Instagram",7.4,6,"Single",0,4,"Moderate"
694,21,"Female","Graduate","UK",5.8,"Facebook",6.8,5,"In Relationship",2,8,"Moderate"
1381,23,"Male","Graduate","Bangladesh",8.3,"LINE",6.8,6,"Single",2,5,"Moderate"
8090,19,"Female","Undergraduate","UAE",2.9,"Facebook",6.8,6,"In Relationship",3,8,"Moderate"
8989,20,"Female","Undergraduate","USA",4.4,"Facebook",6.8,6,"Single",4,3,"Moderate"
208,20,"Female","Undergraduate","Poland",4.1,"Facebook",8.8,6,"Single",3,8,"Moderate"
4476,22,"Male","Graduate","Russia",5.5,"Twitter",7.8,5,"Single",2,7,"Moderate"
3115,21,"Male","Undergraduate","Brazil",2.8,"Snapchat",6.7,5,"In Relationship",1,8,"Moderate"
7658,21,"Male","Graduate","Turkey",7.7,"Facebook",7.9,7,"In Relationship",1,6,"Moderate"
3389,19,"Female","Undergraduate","Maldives",2.6,"WhatsApp",7.4,8,"In Relationship",4,5,"High"
9216,21,"Female","Graduate","Ireland",4.3,"Instagram",7.4,6,"Single",4,8,"Low"
9647,24,"Male","Graduate","Russia",4.5,"Instagram",7.3,6,"In Relationship",1,7,"Low"
5990,19,"Male","Undergraduate","Brazil",3.9,"TikTok",6,7,"Single",3,7,"Moderate"
5472,20,"Male","Undergraduate","Canada",3.7,"Facebook",7.1,8,"Single",3,8,"Low"
2369,22,"Male","Graduate","Netherlands",5.4,"Instagram",5.9,7,"In Relationship",3,4,"Moderate"
1777,19,"Female","Undergraduate","France",5.8,"Instagram",6.1,5,"In Relationship",4,5,"High"
6868,19,"Female","Undergraduate","UK",3.3,"YouTube",6.8,5,"Single",4,6,"Moderate"
480,21,"Male","Graduate","Italy",4.7,"Snapchat",6.3,5,"In Relationship",3,4,"Moderate"
1683,21,"Male","Graduate","Sri Lanka",4.1,"Instagram",5,7,"Single",2,5,"Moderate"
8627,20,"Male","Undergraduate","South Korea",7.7,"Instagram",4.6,5,"In Relationship",2,6,"High"
4632,21,"Female","Graduate","Switzerland",5.8,"Instagram",7.6,5,"In Relationship",2,7,"Moderate"
269,22,"Male","Graduate","USA",4.1,"TikTok",9.2,7,"In Relationship",3,5,"Low"
4049,22,"Male","Graduate","Denmark",4,"Facebook",5.9,7,"Single",3,7,"Low"
6320,19,"Female","Undergraduate","Mexico",5,"WhatsApp",7.6,7,"Single",3,7,"Moderate"
4213,19,"Female","Undergraduate","Spain",3.6,"Instagram",4.6,7,"In Relationship",3,5,"High"
6845,20,"Female","Undergraduate","USA",3.7,"VKontakte",7.5,5,"In Relationship",2,7,"Moderate"
4305,19,"Female","Undergraduate","Peru",5.6,"Instagram",7.9,6,"In Relationship",4,5,"High"
6435,19,"Female","Undergraduate","India",6.5,"Facebook",8.7,6,"Single",3,5,"High"
9704,20,"Female","Undergraduate","Italy",5.9,"Instagram",8.5,5,"Single",2,5,"High"
1372,20,"Female","Undergraduate","Malaysia",4.7,"Instagram",8.7,5,"Single",3,4,"High"
4142,20,"Female","Undergraduate","USA",4.4,"TikTok",6.3,8,"Complicated",3,7,"High"
2036,20,"Male","Undergraduate","Maldives",2.9,"LinkedIn",8.7,6,"In Relationship",3,7,"Moderate"
4870,20,"Female","Undergraduate","Bangladesh",5.5,"TikTok",6.3,5,"In Relationship",2,7,"High"
8124,20,"Female","Undergraduate","Russia",3.9,"TikTok",5.7,5,"Single",3,7,"High"
4615,20,"Female","Undergraduate","Denmark",5.6,"Facebook",6.6,6,"Complicated",3,4,"High"
2213,21,"Male","Graduate","Sri Lanka",4.8,"WhatsApp",7.7,5,"Complicated",4,9,"Low"
5177,22,"Male","Graduate","China",6.5,"WhatsApp",6.4,4,"Single",4,7,"High"
1583,19,"Female","Undergraduate","Luxembourg",7.1,"Instagram",8.2,7,"In Relationship",3,7,"High"
3324,24,"Female","Graduate","Malaysia",4.1,"WeChat",9.2,5,"Single",4,7,"Low"
7202,21,"Male","Graduate","Netherlands",2.1,"Instagram",6,7,"In Relationship",2,5,"Low"
9934,21,"Male","Graduate","Maldives",4.5,"WhatsApp",8.1,5,"Single",2,9,"Low"
7951,19,"Female","Undergraduate","Switzerland",7.1,"WeChat",6.3,5,"In Relationship",4,5,"High"
265,19,"Male","Undergraduate","Nepal",5.5,"Snapchat",4.8,8,"Single",4,7,"High"
1520,21,"Male","Graduate","USA",6.9,"TikTok",5.8,5,"In Relationship",2,7,"High"
5414,23,"Male","Graduate","Ireland",5.6,"Facebook",6.1,8,"Single",3,8,"Moderate"
769,21,"Female","Graduate","Taiwan",6.9,"Snapchat",8.1,4,"Complicated",3,7,"High"
799,20,"Female","Undergraduate","Nepal",6.7,"TikTok",6.7,8,"Single",4,4,"High"
7481,19,"Female","Undergraduate","Bangladesh",6,"Snapchat",6.2,6,"Complicated",3,5,"High"
5230,20,"Female","Undergraduate","India",3.7,"LinkedIn",7.9,4,"In Relationship",2,8,"Moderate"
8599,21,"Male","Undergraduate","Switzerland",5.7,"Instagram",8.4,8,"Single",2,8,"Moderate"
4602,22,"Male","Graduate","Switzerland",5.7,"Instagram",7.6,5,"In Relationship",4,7,"Moderate"
4785,21,"Male","Graduate","Spain",3,"Snapchat",5.7,6,"Single",3,8,"Low"
844,22,"Male","Graduate","Egypt",6.1,"Instagram",6.1,7,"Single",3,7,"Moderate"
5920,22,"Male","Graduate","India",6.2,"Instagram",8.7,6,"In Relationship",3,5,"Moderate"
3508,19,"Female","Undergraduate","Ireland",4.8,"Facebook",5,7,"Complicated",1,7,"High"
1058,22,"Male","Graduate","Switzerland",3.6,"TikTok",5.3,7,"Single",1,5,"Moderate"
9123,21,"Male","Graduate","Spain",3.4,"Instagram",4.9,5,"In Relationship",3,7,"Moderate"
1874,20,"Male","Undergraduate","Australia",4.5,"TikTok",7,5,"In Relationship",2,9,"Moderate"
4700,22,"Male","Graduate","Maldives",5.7,"TikTok",6.4,6,"Single",4,4,"Moderate"
3663,19,"Female","Undergraduate","Israel",2.8,"LinkedIn",7.5,7,"Single",3,4,"Low"
574,23,"Female","Graduate","Poland",4.5,"LINE",5.4,6,"In Relationship",2,4,"Moderate"
9132,21,"Female","Undergraduate","India",8,"Twitter",5.7,6,"Single",3,4,"High"
3664,24,"Female","Graduate","USA",4.3,"LinkedIn",6.9,8,"Single",4,4,"Low"
4800,19,"Female","Undergraduate","Peru",2.4,"WhatsApp",7.7,5,"In Relationship",3,8,"Moderate"
7360,19,"Female","Undergraduate","Switzerland",3.1,"WhatsApp",5.6,6,"In Relationship",2,7,"Moderate"
9645,24,"Male","Graduate","New Zealand",6.1,"VKontakte",6.7,6,"Single",3,7,"Low"
6025,21,"Male","Graduate","Pakistan",7.3,"Instagram",5.3,7,"In Relationship",3,6,"High"
2166,22,"Female","Graduate","Poland",4.8,"LinkedIn",8.2,5,"Single",4,8,"Low"
7340,19,"Female","Undergraduate","Mexico",3.3,"Instagram",8.4,6,"Single",3,7,"Moderate"
3103,22,"Male","Graduate","India",3.4,"TikTok",8.1,5,"In Relationship",3,7,"Low"
6669,21,"Male","Graduate","Sri Lanka",3,"TikTok",7.5,5,"In Relationship",3,5,"Low"
89,22,"Male","Graduate","China",5.5,"Facebook",8,7,"Single",4,7,"Low"
785,21,"Male","Graduate","Singapore",2.5,"TikTok",8.2,6,"Complicated",2,5,"Low"
7085,21,"Male","Graduate","Switzerland",6,"Facebook",9,6,"Single",3,4,"Low"
6078,21,"Male","Undergraduate","Canada",6.1,"Facebook",7.5,5,"Single",4,5,"High"
2499,20,"Female","Undergraduate","Russia",4.2,"Instagram",7.4,8,"In Relationship",4,7,"High"
5055,20,"Female","Undergraduate","Finland",3.9,"Facebook",6.3,6,"Single",2,8,"Low"
2491,23,"Male","Graduate","France",6.3,"TikTok",8.4,5,"In Relationship",2,5,"Moderate"
6246,22,"Male","Graduate","Singapore",4.2,"LinkedIn",6.4,5,"Single",4,7,"Low"
5953,19,"Female","Undergraduate","India",5,"Twitter",7.3,6,"Single",2,8,"Moderate"
5466,22,"Male","Graduate","Mexico",6.4,"LinkedIn",7.7,6,"Single",3,8,"Low"
3109,20,"Female","Undergraduate","Sweden",2.7,"Facebook",6.7,8,"In Relationship",3,8,"Moderate"
721,19,"Male","Undergraduate","South Korea",7,"Instagram",7.4,6,"In Relationship",3,5,"High"
4056,21,"Female","Graduate","Bangladesh",7,"Twitter",6.1,6,"Single",2,4,"Moderate"
1453,20,"Male","Undergraduate","Italy",4.5,"TikTok",5.8,5,"Single",2,5,"High"
9803,21,"Male","Graduate","Spain",5.3,"Facebook",6.7,5,"Single",4,5,"Moderate"
9222,18,"Female","High School","Switzerland",3.7,"Facebook",7.7,5,"In Relationship",2,5,"Low"
9855,22,"Male","Graduate","Nepal",5.6,"Instagram",5.7,5,"Complicated",4,9,"High"
9613,21,"Male","Undergraduate","Canada",5,"Snapchat",7.9,7,"In Relationship",3,5,"Moderate"
6232,20,"Female","Undergraduate","UK",6.4,"Facebook",7.4,5,"In Relationship",3,7,"High"
5561,19,"Male","Undergraduate","Switzerland",7.2,"TikTok",5.9,8,"Complicated",2,4,"High"
1490,19,"Female","Undergraduate","Spain",5.5,"Instagram",8.4,7,"Complicated",4,4,"High"
5363,22,"Male","Graduate","France",3.2,"WhatsApp",6.7,8,"Complicated",3,9,"Low"
779,22,"Male","Graduate","Spain",4.5,"VKontakte",9.2,7,"In Relationship",2,7,"Low"
5067,19,"Male","Undergraduate","USA",4,"Instagram",8.5,5,"Single",2,5,"Moderate"
1185,22,"Male","Graduate","Sri Lanka",4.2,"Instagram",7.1,7,"In Relationship",3,6,"Low"
9892,21,"Female","Undergraduate","Australia",3.2,"TikTok",5.9,7,"In Relationship",4,7,"High"
9106,22,"Male","Graduate","Denmark",5.5,"VKontakte",7,6,"Single",3,4,"Low"
4076,19,"Female","Undergraduate","Peru",5.6,"Instagram",8.8,5,"Single",4,7,"High"
9883,19,"Female","Undergraduate","Ireland",4.8,"TikTok",8.6,6,"In Relationship",3,7,"High"
8286,20,"Female","Undergraduate","Singapore",4.4,"Facebook",7.1,7,"Single",2,9,"Low"
2033,19,"Female","Undergraduate","Nepal",5.9,"LinkedIn",7.4,7,"Single",4,9,"Moderate"
2435,21,"Male","Graduate","Singapore",4.8,"TikTok",5.8,6,"Single",4,5,"Moderate"
7084,21,"Male","Graduate","Denmark",4.6,"Instagram",7.2,6,"In Relationship",2,5,"Low"
9437,22,"Male","Graduate","Kazakhstan",5.9,"Instagram",6.7,6,"Single",3,4,"Moderate"
717,19,"Female","Undergraduate","Japan",3.2,"Twitter",5.5,6,"In Relationship",3,8,"High"
9526,21,"Male","Graduate","Mexico",4.5,"Facebook",7.3,6,"Single",3,4,"Low"
7219,20,"Male","Undergraduate","Switzerland",4.2,"LinkedIn",6.9,5,"In Relationship",4,4,"High"
1068,20,"Female","Undergraduate","China",4.2,"Instagram",7,6,"In Relationship",2,8,"Moderate"
3451,22,"Male","Graduate","Denmark",4.2,"Snapchat",5.7,6,"Single",2,4,"Low"
4214,22,"Male","Graduate","Canada",4.6,"Facebook",6.5,8,"Single",2,5,"Low"
2234,19,"Female","Undergraduate","UK",6.2,"Instagram",8.7,8,"Complicated",3,9,"High"
749,24,"Female","Graduate","China",4.1,"Instagram",6.1,6,"Single",3,5,"Low"
2276,19,"Female","Undergraduate","Ireland",6.6,"Twitter",7,7,"Single",2,7,"Moderate"
553,21,"Male","Graduate","Italy",4.4,"TikTok",7.8,5,"Single",2,5,"Low"
4922,21,"Male","Graduate","Bahrain",4.1,"VKontakte",8.5,6,"Single",2,8,"Low"
4355,20,"Female","Undergraduate","Bolivia",7.2,"TikTok",5.6,8,"Single",3,8,"High"
1040,20,"Female","Undergraduate","Poland",6.8,"Snapchat",4.8,6,"Single",2,6,"High"
1839,20,"Female","Undergraduate","Nepal",5.6,"Instagram",7.4,7,"Single",4,9,"High"
5232,23,"Female","Graduate","USA",6.3,"Instagram",6.8,6,"Single",3,8,"Moderate"
2031,22,"Male","Graduate","Sri Lanka",5.7,"Instagram",6.5,5,"Single",3,6,"Moderate"
5499,20,"Female","Undergraduate","India",6.1,"LinkedIn",6.3,8,"In Relationship",1,7,"Moderate"
2642,20,"Female","Undergraduate","France",2.6,"TikTok",6.9,8,"Single",4,5,"Moderate"
1089,19,"Female","Undergraduate","Switzerland",2.8,"VKontakte",8.4,6,"In Relationship",4,5,"High"
2677,19,"Female","Undergraduate","India",6.4,"Facebook",6.7,7,"Single",3,7,"High"
6440,23,"Female","Graduate","China",2.4,"TikTok",5.2,6,"In Relationship",3,6,"Moderate"
5111,22,"Male","Graduate","Germany",4.6,"LINE",5.5,6,"Single",4,7,"Moderate"
7830,21,"Male","Undergraduate","Denmark",5.8,"TikTok",4.5,8,"In Relationship",4,8,"High"
5107,22,"Male","Graduate","Singapore",4.7,"Twitter",5.7,8,"In Relationship",2,6,"Low"
7138,24,"Male","Graduate","Maldives",4,"Facebook",7.6,8,"In Relationship",3,4,"Low"
8337,21,"Male","Graduate","Finland",6.2,"TikTok",5.2,6,"In Relationship",2,8,"High"
2404,19,"Female","Undergraduate","UK",3.9,"Instagram",3.8,6,"In Relationship",3,8,"High"
6877,21,"Male","Graduate","Denmark",5.4,"Facebook",6.5,8,"In Relationship",2,5,"Low"
9628,21,"Male","Undergraduate","Japan",6.8,"Instagram",6,5,"In Relationship",4,8,"High"
7330,21,"Male","Graduate","France",2.4,"Instagram",7.2,7,"Single",3,7,"Low"
2130,22,"Male","Graduate","Australia",6.8,"TikTok",7,8,"In Relationship",2,3,"Moderate"
8125,20,"Female","Undergraduate","China",5.6,"TikTok",6,4,"Single",2,5,"High"
3250,22,"Male","Graduate","Colombia",6,"TikTok",6.5,8,"Single",2,6,"Moderate"
7189,19,"Female","Undergraduate","Albania",4.3,"Instagram",5.1,6,"In Relationship",4,4,"High"
4381,20,"Female","Undergraduate","Canada",4.5,"WhatsApp",5.2,6,"In Relationship",4,4,"High"
4527,22,"Male","Graduate","Austria",5.5,"Instagram",6.6,8,"Complicated",4,7,"Moderate"
2753,21,"Male","Graduate","Brazil",4.2,"Instagram",5.6,5,"Single",3,4,"Moderate"
4339,22,"Male","Graduate","France",4.3,"Twitter",8,7,"Single",3,4,"Low"
8405,19,"Female","Undergraduate","Pakistan",4,"Facebook",5.8,7,"In Relationship",4,4,"High"
3469,23,"Female","Graduate","India",6.2,"Instagram",4.8,5,"In Relationship",2,7,"High"
2978,20,"Female","Undergraduate","Brazil",4.7,"Instagram",4.6,7,"In Relationship",2,7,"High"
9901,21,"Male","Graduate","Poland",6.2,"Instagram",7.7,8,"In Relationship",2,8,"Moderate"
7315,22,"Male","Graduate","South Africa",7,"Facebook",6.3,8,"Single",0,7,"Moderate"
1024,20,"Female","Undergraduate","Turkey",4.6,"Instagram",7.4,5,"Single",4,8,"High"
2504,24,"Female","Graduate","Costa Rica",2.3,"Facebook",7.3,7,"Complicated",3,8,"Low"
3955,20,"Male","Undergraduate","Turkey",5.9,"Instagram",5.9,7,"In Relationship",3,7,"High"
9524,22,"Male","Graduate","Pakistan",4.8,"Snapchat",7.3,6,"Single",3,7,"Low"
2466,21,"Male","Graduate","Pakistan",4.7,"Instagram",6.5,7,"In Relationship",1,9,"Low"
7399,20,"Female","Undergraduate","New Zealand",4.9,"Twitter",8.1,7,"Single",2,5,"Low"
36,22,"Male","Graduate","Germany",6.5,"Instagram",7.5,7,"Single",2,7,"Moderate"
165,22,"Male","Graduate","USA",4.8,"VKontakte",6.6,5,"Single",3,5,"Moderate"
6249,19,"Female","Undergraduate","Netherlands",3.5,"Instagram",6.7,5,"Single",3,7,"Moderate"
3740,21,"Male","Undergraduate","France",6.3,"TikTok",5.9,5,"In Relationship",3,8,"High"
6459,21,"Male","Undergraduate","Sri Lanka",4.8,"Facebook",7,6,"In Relationship",4,6,"High"
2794,20,"Male","Undergraduate","Bolivia",4.5,"WhatsApp",6.1,6,"Single",4,4,"High"
6968,20,"Female","Undergraduate","Finland",4,"TikTok",8.3,6,"Single",4,7,"Moderate"
4488,19,"Female","High School","Netherlands",5.8,"TikTok",5.8,6,"Single",3,7,"Moderate"
8293,19,"Female","High School","Spain",7,"TikTok",7.9,5,"Complicated",4,4,"Moderate"
3352,22,"Male","Graduate","Sri Lanka",3,"Twitter",7.5,6,"Single",3,5,"Low"
7515,19,"Female","Undergraduate","Italy",4.5,"Facebook",8.4,5,"In Relationship",2,8,"Moderate"
2947,22,"Female","Graduate","Sri Lanka",6.4,"VKontakte",5.5,6,"Single",2,9,"Moderate"
4965,21,"Male","Graduate","Malaysia",4.7,"Facebook",6.7,6,"Single",3,4,"Low"
3477,20,"Female","Undergraduate","Denmark",4.6,"WhatsApp",8.8,7,"In Relationship",1,5,"Low"
9661,20,"Male","Undergraduate","Switzerland",4.6,"TikTok",7.4,8,"Single",2,7,"Moderate"
8465,23,"Male","Graduate","Denmark",4.4,"LinkedIn",6.2,6,"In Relationship",3,9,"Low"
3381,22,"Female","Graduate","UK",4.4,"Instagram",5.9,6,"Single",4,8,"Low"
5939,22,"Female","Graduate","Nepal",6.6,"KakaoTalk",7.2,7,"Complicated",4,9,"Low"
6460,21,"Male","Graduate","Denmark",4.3,"TikTok",7.3,8,"Single",2,4,"Low"
2747,24,"Male","Graduate","Germany",5.6,"Instagram",6.9,7,"Single",2,5,"Low"
5150,22,"Male","Graduate","Japan",6.7,"Facebook",5.2,7,"Single",5,6,"High"
3511,19,"Female","Undergraduate","Poland",4.5,"VKontakte",5.6,8,"Single",4,8,"High"
8608,21,"Male","Graduate","Bangladesh",6.9,"Instagram",4.1,5,"In Relationship",4,5,"High"
3116,22,"Male","Graduate","Turkey",5.2,"Snapchat",8.5,7,"Single",3,7,"Low"
7447,22,"Female","Graduate","Russia",5.5,"YouTube",7.4,6,"In Relationship",3,4,"Low"
5941,22,"Male","Graduate","Turkey",4.8,"TikTok",8,5,"Single",2,7,"Moderate"
4967,22,"Male","Graduate","Mexico",5.5,"TikTok",8.3,7,"In Relationship",4,7,"Low"
6301,22,"Female","Graduate","India",5.2,"Instagram",8,7,"Single",2,7,"Low"
8996,20,"Female","Undergraduate","UK",4.1,"LINE",7.2,8,"Single",3,4,"Moderate"
2009,22,"Male","Graduate","Netherlands",4.8,"Instagram",5.5,5,"Single",3,5,"Moderate"
7903,22,"Male","Graduate","India",4.4,"Instagram",5.8,6,"In Relationship",2,8,"Low"
9475,21,"Male","Undergraduate","India",5.8,"Facebook",7.2,7,"In Relationship",1,5,"Moderate"
3000,23,"Male","Graduate","China",5.4,"Instagram",7.5,7,"Single",3,7,"Low"
5387,20,"Female","Undergraduate","Japan",7.2,"TikTok",5.9,6,"Complicated",2,9,"High"
9849,22,"Male","Graduate","Switzerland",3.1,"Instagram",7.7,6,"In Relationship",4,7,"Low"
2983,21,"Male","Graduate","Cyprus",4.9,"Facebook",6.2,7,"Single",3,3,"Low"
4617,19,"Female","Undergraduate","Switzerland",4.5,"WhatsApp",4.5,7,"In Relationship",2,4,"High"
9416,19,"Male","Undergraduate","Colombia",2.7,"Facebook",7.2,8,"In Relationship",4,4,"High"
9801,22,"Male","Graduate","India",4.8,"YouTube",4.8,8,"In Relationship",2,8,"Moderate"
8387,19,"Female","Undergraduate","Japan",6.3,"TikTok",5.5,6,"Single",1,4,"High"
5389,20,"Female","Undergraduate","USA",6.8,"Instagram",8.4,8,"Single",2,7,"High"
4495,19,"Female","Undergraduate","Romania",5,"Facebook",7.4,6,"Single",1,5,"Low"
3878,20,"Female","Undergraduate","Spain",4.5,"Facebook",8.1,6,"In Relationship",2,5,"Moderate"
3509,19,"Female","Undergraduate","China",4.8,"Instagram",5.8,5,"In Relationship",2,7,"High"
6857,23,"Male","Graduate","France",4.4,"Instagram",6.8,6,"In Relationship",2,5,"Low"
9340,23,"Male","Graduate","Chile",7.2,"Instagram",7.8,6,"Single",3,8,"Moderate"
3095,19,"Female","Undergraduate","Ireland",2.3,"Facebook",6.7,5,"Single",5,3,"High"
905,21,"Male","Undergraduate","Moldova",4.7,"Instagram",8,7,"In Relationship",2,3,"Moderate"
8479,19,"Female","Undergraduate","Nepal",4.9,"WeChat",5.9,6,"Complicated",4,6,"High"
3507,20,"Female","Undergraduate","Croatia",6.3,"TikTok",6.6,8,"In Relationship",3,7,"High"
1983,20,"Female","Undergraduate","Denmark",5.4,"WhatsApp",4.2,5,"In Relationship",2,3,"High"
9021,19,"Female","Undergraduate","Canada",2.6,"KakaoTalk",7.9,5,"Single",3,9,"Moderate"
461,23,"Female","Graduate","Brazil",5.7,"TikTok",7.4,6,"Single",2,7,"Low"
7169,20,"Female","Undergraduate","Germany",4.7,"WhatsApp",4.9,8,"In Relationship",4,8,"High"
6519,20,"Female","Undergraduate","UK",3.3,"Instagram",9.5,6,"In Relationship",2,4,"Moderate"
433,19,"Male","Undergraduate","Bosnia",4.4,"TikTok",5.7,5,"Single",3,5,"High"
6532,19,"Female","Undergraduate","USA",3,"TikTok",5.9,4,"Single",3,6,"High"
9030,19,"Female","Undergraduate","Estonia",4.7,"Instagram",8.7,5,"Single",2,7,"Moderate"
2450,19,"Female","Undergraduate","Australia",4.4,"WhatsApp",7.3,6,"In Relationship",4,7,"High"
5338,22,"Male","Graduate","Denmark",3.5,"Facebook",7,7,"Single",4,5,"Low"
3399,20,"Female","Undergraduate","Estonia",4.4,"Twitter",8.2,5,"In Relationship",4,7,"High"
943,24,"Male","Graduate","Belarus",4.2,"WhatsApp",6.8,6,"In Relationship",2,7,"Low"
6675,21,"Male","Graduate","Bosnia",3.3,"WhatsApp",7.1,5,"In Relationship",2,8,"Low"
9048,22,"Male","Graduate","Australia",6.8,"LinkedIn",4.8,6,"In Relationship",3,9,"High"
4658,24,"Female","Graduate","Japan",5.9,"Facebook",6.4,5,"Single",3,4,"Moderate"
442,21,"Male","Graduate","India",2.9,"Facebook",7.1,6,"Complicated",3,9,"Low"
8889,19,"Female","Undergraduate","Canada",4.3,"Instagram",7.4,4,"Single",2,9,"Moderate"
8888,21,"Male","Graduate","France",4.3,"LINE",7.1,8,"Complicated",4,8,"Low"
9204,19,"Female","Undergraduate","Andorra",6.7,"KakaoTalk",9.4,8,"Single",2,7,"Moderate"
5481,19,"Female","Undergraduate","Bangladesh",4.4,"Instagram",7.5,7,"Single",3,7,"Moderate"
8273,22,"Male","Graduate","Australia",4,"TikTok",6.3,6,"In Relationship",4,5,"Low"
9614,20,"Female","Undergraduate","Nepal",5.4,"Instagram",5.3,5,"Single",3,5,"High"
50,19,"Female","Undergraduate","Canada",4.2,"Instagram",8.7,5,"Single",3,7,"Moderate"
5429,19,"Female","Undergraduate","France",6.4,"Instagram",5.7,7,"In Relationship",4,9,"High"
3244,18,"Male","High School","Switzerland",5.8,"Instagram",6.5,5,"In Relationship",5,7,"Moderate"
7824,20,"Female","Undergraduate","Bangladesh",5.2,"WhatsApp",4.7,6,"In Relationship",3,5,"High"
7433,21,"Male","Graduate","Germany",5.8,"WhatsApp",6.3,5,"In Relationship",3,7,"Moderate"
967,21,"Male","Graduate","India",4.3,"TikTok",8.8,7,"In Relationship",4,8,"Low"
5566,20,"Female","Undergraduate","Sri Lanka",2,"Instagram",5.2,7,"In Relationship",2,8,"High"
4637,19,"Female","Undergraduate","Uruguay",5.5,"Instagram",9,6,"Single",2,8,"Moderate"
6210,22,"Male","Graduate","USA",5.9,"Facebook",8.5,6,"Single",2,5,"Low"
8820,19,"Female","Undergraduate","Pakistan",4.4,"Facebook",5.9,8,"Single",3,9,"Moderate"
4801,19,"Male","Undergraduate","Russia",8.1,"Instagram",8.1,8,"In Relationship",1,4,"High"
7052,21,"Male","Graduate","Poland",5.6,"Instagram",6.5,8,"In Relationship",3,3,"Moderate"
7622,19,"Female","Undergraduate","USA",3.7,"Instagram",6.3,7,"Single",2,8,"Moderate"
2284,22,"Male","Graduate","Nepal",4.7,"WhatsApp",8,7,"Single",4,4,"Low"
727,21,"Male","Graduate","Philippines",5.5,"WeChat",5.6,6,"Single",4,7,"Moderate"
2513,21,"Male","Graduate","Italy",7,"Instagram",7.5,6,"Single",2,9,"Moderate"
1025,20,"Female","Undergraduate","Spain",4.5,"WhatsApp",5.4,6,"Single",2,7,"Moderate"
8814,19,"Female","High School","Ireland",4.4,"Instagram",7.7,6,"Single",4,5,"Low"
4691,22,"Male","Graduate","Nepal",4.2,"TikTok",7.8,5,"Single",2,7,"Low"
3077,20,"Female","Undergraduate","Germany",6,"Facebook",5.9,6,"Single",2,5,"High"
8692,22,"Male","Graduate","Denmark",5.2,"TikTok",4,8,"Single",5,6,"High"
2577,21,"Male","Graduate","France",6.1,"Instagram",8.5,6,"In Relationship",4,7,"Moderate"
5415,21,"Male","Graduate","Canada",4.4,"TikTok",7,6,"Single",2,4,"Low"
8250,22,"Male","Graduate","Colombia",4.5,"WeChat",8.5,7,"Single",3,9,"Low"
3420,21,"Male","Graduate","UK",3.9,"TikTok",5.8,5,"Single",4,7,"Moderate"
5899,19,"Female","Undergraduate","USA",4.5,"LinkedIn",6.4,5,"In Relationship",3,4,"High"
5265,21,"Male","Graduate","Japan",5.8,"Instagram",6.4,7,"In Relationship",3,5,"Moderate"
7147,20,"Male","Undergraduate","South Korea",5.7,"Twitter",8.4,6,"In Relationship",4,8,"High"
9326,19,"Female","Undergraduate","USA",2.1,"Facebook",7.6,5,"Complicated",2,5,"Moderate"
7614,19,"Female","Undergraduate","Pakistan",2.6,"TikTok",7.5,6,"In Relationship",2,6,"Moderate"
472,21,"Female","Undergraduate","Turkey",5.8,"Facebook",7.2,5,"Single",2,8,"Moderate"
4363,21,"Female","Undergraduate","Moldova",2.3,"Instagram",7.5,5,"In Relationship",3,7,"High"
8562,21,"Female","Undergraduate","Ireland",4.2,"Instagram",5.8,5,"Single",3,5,"High"
